ONET_SOC_CODE,title,essential_skills_importance_ranked,essential_skills_level_ranked,essential_skills_reading_comprehension_importance,essential_skills_reading_comprehension_level,essential_skills_active_listening_importance,essential_skills_active_listening_level,essential_skills_writing_importance,essential_skills_writing_level,essential_skills_speaking_importance,essential_skills_speaking_level,essential_skills_mathematics_importance,essential_skills_mathematics_level,essential_skills_science_importance,essential_skills_science_level,essential_skills_critical_thinking_importance,essential_skills_critical_thinking_level,essential_skills_active_learning_importance,essential_skills_active_learning_level,essential_skills_learning_strategies_importance,essential_skills_learning_strategies_level,essential_skills_monitoring_importance,essential_skills_monitoring_level
13-1041.07,Regulatory Affairs Specialists,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|writing|speaking|active_listening|active_learning|monitoring|mathematics|learning_strategies|science,4.0,4.88,4.0,4.25,4.0,4.5,4.0,4.5,2.88,3.0,1.38,0.38,4.0,4.62,3.75,4.12,3.0,3.0,3.25,3.75
13-1041.08,Customs Brokers,reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|mathematics|learning_strategies|science,4.0,4.0,4.0,4.0,3.75,4.0,3.88,4.0,2.88,3.0,1.12,0.12,3.75,3.88,3.25,3.5,3.0,3.0,3.12,3.5
13-1051.00,Cost Estimators,reading_comprehension|mathematics|speaking|active_listening|critical_thinking|writing|active_learning|monitoring|learning_strategies|science,reading_comprehension|mathematics|critical_thinking|active_listening|writing|speaking|active_learning|monitoring|learning_strategies|science,4.0,4.12,3.75,4.0,3.5,4.0,3.88,4.0,4.0,4.12,1.38,0.38,3.75,4.12,3.25,3.88,2.88,3.0,3.0,3.25
13-1071.00,Human Resources Specialists,speaking|reading_comprehension|active_listening|writing|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,4.0,4.0,4.0,4.0,3.88,4.0,4.12,4.0,2.0,2.0,1.12,0.12,3.88,4.0,3.25,3.38,3.0,3.25,3.0,3.75
13-1074.00,Farm Labor Contractors,speaking|active_listening|critical_thinking|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,speaking|critical_thinking|active_listening|monitoring|reading_comprehension|writing|active_learning|learning_strategies|mathematics|science,2.75,2.75,3.12,2.88,2.75,2.75,3.38,3.38,2.0,2.0,1.12,0.12,3.0,3.0,2.5,2.38,2.38,2.25,3.0,2.88
13-1075.00,Labor Relations Specialists,active_listening|speaking|reading_comprehension|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,speaking|active_listening|writing|reading_comprehension|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,4.0,4.25,4.38,4.5,4.0,4.5,4.25,4.75,2.38,2.62,1.0,0.0,4.0,4.12,3.5,3.88,3.0,3.12,3.38,3.88
13-1081.00,Logisticians,critical_thinking|reading_comprehension|active_listening|speaking|monitoring|active_learning|writing|mathematics|learning_strategies|science,monitoring|reading_comprehension|active_listening|critical_thinking|speaking|writing|active_learning|learning_strategies|mathematics|science,3.88,4.12,3.88,4.12,3.38,3.75,3.88,4.0,3.0,3.38,1.75,0.88,4.0,4.12,3.5,3.5,3.0,3.5,3.88,4.62
13-1081.01,Logistics Engineers,writing|reading_comprehension|active_listening|mathematics|active_learning|speaking|critical_thinking|monitoring|learning_strategies|science,reading_comprehension|critical_thinking|active_listening|writing|mathematics|active_learning|speaking|monitoring|learning_strategies|science,4.0,4.5,4.0,4.12,4.12,4.12,3.88,4.0,4.0,4.12,2.62,2.75,3.88,4.5,4.0,4.12,3.12,3.5,3.38,3.88
13-1081.02,Logistics Analysts,reading_comprehension|critical_thinking|active_listening|speaking|monitoring|writing|active_learning|mathematics|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|writing|monitoring|mathematics|active_learning|speaking|learning_strategies|science,4.0,4.0,3.88,4.0,3.38,4.0,3.75,3.38,3.0,3.75,1.75,0.75,4.0,4.12,3.12,3.75,2.75,3.0,3.75,4.0
13-1082.00,Project Management Specialists,active_listening|critical_thinking|writing|monitoring|reading_comprehension|speaking|active_learning|learning_strategies|mathematics|science,active_listening|reading_comprehension|writing|speaking|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,3.5,3.88,3.75,4.0,3.62,3.75,3.5,3.75,2.75,2.75,1.38,0.62,3.75,3.75,3.5,3.62,3.0,3.25,3.62,3.75
13-1111.00,Management Analysts,reading_comprehension|active_listening|critical_thinking|writing|speaking|monitoring|active_learning|mathematics|learning_strategies|science,reading_comprehension|active_listening|critical_thinking|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,4.12,4.12,4.12,4.12,4.0,4.0,4.0,4.0,3.0,3.25,1.88,1.75,4.12,4.12,3.25,3.88,3.0,3.75,3.88,4.12
13-1121.00,"Meeting, Convention, and Event Planners",reading_comprehension|active_listening|speaking|critical_thinking|writing|monitoring|active_learning|mathematics|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|monitoring|writing|active_learning|learning_strategies|mathematics|science,4.0,4.0,4.0,4.0,3.5,3.62,4.0,4.0,2.5,2.5,1.25,0.25,3.88,3.88,3.38,3.12,2.38,2.88,3.5,3.75
13-1131.00,Fundraisers,speaking|reading_comprehension|active_listening|writing|critical_thinking|active_learning|monitoring|mathematics|learning_strategies|science,speaking|active_listening|writing|reading_comprehension|critical_thinking|active_learning|monitoring|mathematics|learning_strategies|science,4.0,4.0,4.0,4.12,4.0,4.12,4.12,4.38,3.0,3.0,1.38,0.38,3.88,4.0,3.25,3.5,2.88,3.0,3.12,3.5
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|mathematics|monitoring|learning_strategies|science,reading_comprehension|active_listening|speaking|writing|critical_thinking|active_learning|monitoring|learning_strategies|mathematics|science,3.88,4.0,3.88,4.0,3.38,3.88,3.88,4.0,3.12,3.12,1.88,1.38,3.75,3.88,3.38,3.75,2.88,3.38,3.12,3.5
13-1151.00,Training and Development Specialists,speaking|learning_strategies|active_listening|reading_comprehension|writing|critical_thinking|active_learning|monitoring|mathematics|science,learning_strategies|speaking|writing|monitoring|reading_comprehension|active_listening|critical_thinking|active_learning|mathematics|science,3.88,4.0,4.0,4.0,3.88,4.12,4.38,4.25,2.38,2.5,1.62,1.12,3.88,4.0,3.88,3.88,4.12,5.0,3.88,4.12
13-1161.00,Market Research Analysts and Marketing Specialists,reading_comprehension|active_listening|writing|critical_thinking|speaking|active_learning|mathematics|monitoring|learning_strategies|science,reading_comprehension|writing|active_listening|speaking|critical_thinking|active_learning|monitoring|mathematics|learning_strategies|science,4.0,4.75,4.0,4.0,4.0,4.12,3.88,4.0,3.12,3.12,2.0,2.0,4.0,4.0,3.75,3.75,2.88,3.0,3.12,3.75
13-1161.01,Search Marketing Strategists,reading_comprehension|active_listening|critical_thinking|active_learning|speaking|writing|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|critical_thinking|active_learning|writing|speaking|monitoring|learning_strategies|mathematics|science,3.88,4.12,3.75,4.0,3.5,3.75,3.62,3.75,2.75,2.88,1.25,0.25,3.75,3.88,3.75,3.88,2.88,3.0,3.38,3.75
13-1199.04,Business Continuity Planners,active_listening|critical_thinking|reading_comprehension|writing|speaking|active_learning|monitoring|learning_strategies|mathematics|science,critical_thinking|writing|active_learning|reading_comprehension|active_listening|speaking|learning_strategies|monitoring|mathematics|science,4.0,4.25,4.12,4.12,4.0,4.38,4.0,4.12,2.88,2.88,1.0,0.0,4.12,4.62,4.0,4.38,3.25,3.88,3.62,3.88
13-1199.05,Sustainability Specialists,reading_comprehension|writing|speaking|active_listening|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,reading_comprehension|writing|speaking|active_listening|critical_thinking|monitoring|active_learning|learning_strategies|mathematics|science,4.0,4.12,3.88,4.0,4.0,4.12,4.0,4.12,2.88,2.88,2.25,1.75,3.88,4.0,3.25,3.38,3.12,3.12,3.5,3.5
13-1199.06,Online Merchants,reading_comprehension|active_listening|speaking|critical_thinking|writing|monitoring|mathematics|active_learning|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|monitoring|speaking|writing|mathematics|active_learning|learning_strategies|science,3.62,3.75,3.5,3.62,3.38,3.25,3.5,3.38,3.0,3.12,1.25,0.25,3.5,3.88,2.88,3.12,2.38,2.5,3.12,3.62
13-1199.07,Security Management Specialists,active_listening|speaking|critical_thinking|reading_comprehension|writing|monitoring|active_learning|learning_strategies|mathematics|science,critical_thinking|reading_comprehension|active_listening|speaking|monitoring|writing|active_learning|learning_strategies|mathematics|science,3.88,3.88,4.12,3.88,3.62,3.75,4.0,3.88,2.5,2.62,1.5,0.5,4.0,4.0,3.25,3.62,3.0,3.25,3.62,3.88
13-2011.00,Accountants and Auditors,reading_comprehension|active_listening|writing|critical_thinking|speaking|mathematics|active_learning|monitoring|learning_strategies|science,reading_comprehension|writing|speaking|active_listening|monitoring|critical_thinking|mathematics|active_learning|learning_strategies|science,3.88,3.88,3.5,3.62,3.5,3.75,3.38,3.75,3.38,3.38,1.25,0.75,3.5,3.5,3.25,3.25,2.75,2.88,3.25,3.62
13-2022.00,Appraisers of Personal and Business Property,reading_comprehension|critical_thinking|writing|active_listening|speaking|active_learning|mathematics|monitoring|learning_strategies|science,reading_comprehension|active_listening|writing|critical_thinking|speaking|mathematics|active_learning|learning_strategies|monitoring|science,3.88,3.88,3.38,3.62,3.5,3.5,3.38,3.38,2.88,3.25,1.38,0.62,3.62,3.5,3.12,3.0,2.5,2.88,2.88,2.88
13-2023.00,Appraisers and Assessors of Real Estate,reading_comprehension|active_listening|critical_thinking|writing|speaking|monitoring|active_learning|mathematics|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|monitoring|mathematics|learning_strategies|science,3.62,3.75,3.5,3.62,3.38,3.25,3.38,3.5,2.62,2.5,1.12,0.38,3.5,3.5,2.75,3.25,2.38,2.5,2.88,2.88
13-2031.00,Budget Analysts,mathematics|critical_thinking|reading_comprehension|active_listening|speaking|active_learning|writing|monitoring|learning_strategies|science,reading_comprehension|active_listening|writing|mathematics|critical_thinking|speaking|active_learning|monitoring|learning_strategies|science,3.75,4.0,3.75,4.0,3.12,3.88,3.75,3.38,3.88,3.88,1.25,0.25,3.88,3.88,3.25,3.12,2.5,2.62,3.12,3.12
13-2041.00,Credit Analysts,critical_thinking|reading_comprehension|speaking|active_learning|active_listening|mathematics|writing|monitoring|learning_strategies|science,mathematics|reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|monitoring|learning_strategies|science,3.62,4.0,3.5,4.0,3.12,3.88,3.62,4.0,3.38,4.12,1.38,0.38,3.88,4.0,3.62,3.62,2.38,2.5,3.0,3.0
13-2052.00,Personal Financial Advisors,reading_comprehension|active_listening|speaking|writing|critical_thinking|mathematics|active_learning|monitoring|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|writing|speaking|mathematics|monitoring|active_learning|learning_strategies|science,4.12,4.0,4.12,4.0,3.88,4.0,4.0,4.0,3.62,3.75,1.38,0.38,3.75,4.12,3.25,3.25,3.0,3.0,3.12,3.75
13-2053.00,Insurance Underwriters,reading_comprehension|active_listening|writing|critical_thinking|speaking|active_learning|monitoring|mathematics|learning_strategies|science,active_listening|critical_thinking|reading_comprehension|writing|speaking|active_learning|learning_strategies|monitoring|mathematics|science,3.75,3.75,3.75,4.0,3.75,3.75,3.62,3.62,2.88,2.88,1.38,0.38,3.75,3.88,3.12,3.38,2.75,3.0,3.0,3.0
13-2061.00,Financial Examiners,reading_comprehension|critical_thinking|active_listening|writing|speaking|monitoring|mathematics|active_learning|learning_strategies|science,critical_thinking|reading_comprehension|monitoring|active_listening|speaking|active_learning|writing|mathematics|learning_strategies|science,4.12,4.25,4.0,4.12,4.0,4.0,4.0,4.12,3.62,3.88,1.25,0.25,4.12,4.5,3.62,4.12,3.38,3.88,3.88,4.25
13-2071.00,Credit Counselors,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|mathematics|learning_strategies|monitoring|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|mathematics|learning_strategies|monitoring|science,3.88,4.0,3.88,4.0,3.75,3.75,3.88,4.0,3.12,3.12,1.0,0.0,3.88,4.0,3.75,3.75,3.12,3.12,3.0,3.0
13-2072.00,Loan Officers,active_listening|speaking|reading_comprehension|critical_thinking|writing|mathematics|active_learning|monitoring|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|monitoring|learning_strategies|science,3.88,4.0,4.0,4.0,3.38,3.88,4.0,4.0,3.25,3.12,1.0,0.0,3.75,4.0,3.12,3.12,2.75,2.62,2.88,3.0
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",reading_comprehension|active_listening|speaking|critical_thinking|writing|mathematics|active_learning|monitoring|learning_strategies|science,reading_comprehension|active_listening|speaking|critical_thinking|active_learning|writing|mathematics|monitoring|learning_strategies|science,4.0,4.12,4.0,4.0,3.25,3.25,4.0,4.0,3.25,3.25,1.0,0.0,3.88,3.75,3.25,3.75,2.88,3.0,3.25,3.12
13-2082.00,Tax Preparers,reading_comprehension|active_listening|critical_thinking|speaking|active_learning|writing|mathematics|monitoring|learning_strategies|science,reading_comprehension|active_listening|critical_thinking|speaking|writing|mathematics|active_learning|monitoring|learning_strategies|science,4.0,4.0,3.88,4.0,3.0,3.0,3.12,3.5,3.0,3.0,1.0,0.0,3.5,3.62,3.12,3.0,2.75,2.88,3.0,3.0
13-2099.01,Financial Quantitative Analysts,mathematics|critical_thinking|reading_comprehension|active_listening|speaking|active_learning|writing|learning_strategies|monitoring|science,mathematics|reading_comprehension|critical_thinking|active_listening|writing|speaking|active_learning|monitoring|learning_strategies|science,4.0,4.75,3.75,4.0,3.5,4.0,3.75,4.0,4.38,5.0,1.88,1.38,4.12,4.75,3.75,3.88,3.0,3.0,3.0,3.12
13-2099.04,"Fraud Examiners, Investigators and Analysts",active_listening|writing|reading_comprehension|speaking|critical_thinking|active_learning|mathematics|monitoring|learning_strategies|science,critical_thinking|reading_comprehension|active_listening|writing|speaking|active_learning|monitoring|mathematics|learning_strategies|science,4.12,4.25,4.25,4.25,4.25,4.25,4.12,4.12,3.12,3.12,1.0,0.0,4.0,4.5,3.88,4.12,3.0,3.12,3.12,3.38
15-1211.00,Computer Systems Analysts,speaking|reading_comprehension|active_listening|critical_thinking|active_learning|writing|monitoring|learning_strategies|mathematics|science,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|monitoring|mathematics|learning_strategies|science,3.88,4.5,3.75,4.0,3.38,4.0,4.0,4.0,3.0,3.38,2.25,1.88,3.75,4.0,3.62,4.0,3.12,3.0,3.38,4.0
15-1211.01,Health Informatics Specialists,reading_comprehension|active_listening|writing|speaking|critical_thinking|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|active_learning|active_listening|critical_thinking|writing|speaking|learning_strategies|monitoring|mathematics|science,4.38,4.88,4.0,4.12,4.0,4.0,4.0,4.0,3.0,3.0,2.12,2.0,4.0,4.12,3.75,4.75,3.75,4.0,3.62,4.0
15-1212.00,Information Security Analysts,reading_comprehension|critical_thinking|active_listening|speaking|writing|monitoring|active_learning|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|active_listening|active_learning|monitoring|writing|speaking|learning_strategies|mathematics|science,4.0,4.12,3.75,3.88,3.5,3.75,3.62,3.75,2.25,2.38,1.88,1.62,3.88,4.12,3.25,3.88,2.88,3.12,3.38,3.88
15-1221.00,Computer and Information Research Scientists,critical_thinking|reading_comprehension|active_listening|speaking|active_learning|writing|mathematics|science|monitoring|learning_strategies,active_learning|reading_comprehension|mathematics|critical_thinking|active_listening|writing|speaking|monitoring|learning_strategies|science,3.75,4.5,3.75,4.12,3.38,4.12,3.5,4.12,3.38,4.38,3.12,3.38,4.0,4.25,3.5,4.88,3.0,3.5,3.12,4.0
15-1231.00,Computer Network Support Specialists,critical_thinking|active_listening|reading_comprehension|speaking|active_learning|monitoring|writing|learning_strategies|mathematics|science,reading_comprehension|critical_thinking|active_listening|monitoring|writing|speaking|active_learning|learning_strategies|mathematics|science,3.38,3.88,3.5,3.62,3.0,3.5,3.25,3.5,2.12,2.62,1.88,1.5,3.75,3.75,3.25,3.38,2.62,3.25,3.25,3.62
15-1232.00,Computer User Support Specialists,reading_comprehension|active_listening|speaking|critical_thinking|writing|active_learning|learning_strategies|monitoring|mathematics|science,reading_comprehension|active_listening|speaking|critical_thinking|active_learning|writing|learning_strategies|monitoring|mathematics|science,4.0,4.0,4.0,4.0,3.5,3.12,4.0,4.0,2.25,2.0,1.75,1.25,3.75,3.88,3.12,3.25,3.12,3.12,3.12,3.0
15-1241.00,Computer Network Architects,critical_thinking|reading_comprehension|active_listening|writing|speaking|active_learning|monitoring|mathematics|learning_strategies|science,reading_comprehension|critical_thinking|active_listening|speaking|active_learning|writing|mathematics|monitoring|learning_strategies|science,4.0,4.12,3.75,3.88,3.62,3.75,3.5,3.88,3.0,3.5,2.12,1.88,4.12,4.12,3.25,3.88,3.0,3.12,3.12,3.38
