O*NET-SOC Code,Title,specific_interest_areas_ranked,specific_interest_areas_ds_accounting_value,specific_interest_areas_ds_agriculture_value,specific_interest_areas_ds_animal_service_value,specific_interest_areas_ds_applied_arts_and_design_value,specific_interest_areas_ds_athletics_value,specific_interest_areas_ds_business_initiatives_value,specific_interest_areas_ds_construction_woodwork_value,specific_interest_areas_ds_creative_writing_value,specific_interest_areas_ds_culinary_art_value,specific_interest_areas_ds_engineering_value,specific_interest_areas_ds_finance_value,specific_interest_areas_ds_health_care_service_value,specific_interest_areas_ds_human_resources_value,specific_interest_areas_ds_humanities_value,specific_interest_areas_ds_information_technology_value,specific_interest_areas_ds_law_value,specific_interest_areas_ds_life_science_value,specific_interest_areas_ds_management_administration_value,specific_interest_areas_ds_marketing_advertising_value,specific_interest_areas_ds_mathematics_statistics_value,specific_interest_areas_ds_mechanics_electronics_value,specific_interest_areas_ds_media_value,specific_interest_areas_ds_medical_science_value,specific_interest_areas_ds_music_value,specific_interest_areas_ds_nature_outdoors_value,specific_interest_areas_ds_office_work_value,specific_interest_areas_ds_performing_arts_value,specific_interest_areas_ds_personal_service_value,specific_interest_areas_ds_physical_manual_labor_value,specific_interest_areas_ds_physical_science_value,specific_interest_areas_ds_politics_value,specific_interest_areas_ds_professional_advising_value,specific_interest_areas_ds_protective_service_value,specific_interest_areas_ds_public_speaking_value,specific_interest_areas_ds_religious_activities_value,specific_interest_areas_ds_sales_value,specific_interest_areas_ds_social_science_value,specific_interest_areas_ds_social_service_value,specific_interest_areas_ds_teaching_education_value,specific_interest_areas_ds_transportation_machine_operation_value,specific_interest_areas_ds_visual_arts_value,specific_interest_areas_oi_accounting_value,specific_interest_areas_oi_agriculture_value,specific_interest_areas_oi_animal_service_value,specific_interest_areas_oi_applied_arts_and_design_value,specific_interest_areas_oi_athletics_value,specific_interest_areas_oi_business_initiatives_value,specific_interest_areas_oi_construction_woodwork_value,specific_interest_areas_oi_creative_writing_value,specific_interest_areas_oi_culinary_art_value,specific_interest_areas_oi_engineering_value,specific_interest_areas_oi_finance_value,specific_interest_areas_oi_health_care_service_value,specific_interest_areas_oi_human_resources_value,specific_interest_areas_oi_humanities_value,specific_interest_areas_oi_information_technology_value,specific_interest_areas_oi_law_value,specific_interest_areas_oi_life_science_value,specific_interest_areas_oi_management_administration_value,specific_interest_areas_oi_marketing_advertising_value,specific_interest_areas_oi_mathematics_statistics_value,specific_interest_areas_oi_mechanics_electronics_value,specific_interest_areas_oi_media_value,specific_interest_areas_oi_medical_science_value,specific_interest_areas_oi_music_value,specific_interest_areas_oi_nature_outdoors_value,specific_interest_areas_oi_office_work_value,specific_interest_areas_oi_performing_arts_value,specific_interest_areas_oi_personal_service_value,specific_interest_areas_oi_physical_manual_labor_value,specific_interest_areas_oi_physical_science_value,specific_interest_areas_oi_politics_value,specific_interest_areas_oi_professional_advising_value,specific_interest_areas_oi_protective_service_value,specific_interest_areas_oi_public_speaking_value,specific_interest_areas_oi_religious_activities_value,specific_interest_areas_oi_sales_value,specific_interest_areas_oi_social_science_value,specific_interest_areas_oi_social_service_value,specific_interest_areas_oi_teaching_education_value,specific_interest_areas_oi_transportation_machine_operation_value,specific_interest_areas_oi_visual_arts_value
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",professional_advising|social_science|public_speaking|religious_activities|humanities|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|sales|social_service|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,1.13,1.0,1.0,1.32,1.0,1.21,1.0,2.85,1.0,1.03,1.02,1.19,1.93,6.53,1.16,1.99,1.18,2.49,1.32,1.67,1.03,1.85,1.11,1.11,1.0,1.48,1.3,1.68,1.02,1.14,2.32,4.28,1.0,5.91,5.94,1.12,5.75,3.37,6.72,1.0,1.23
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",social_service|professional_advising|public_speaking|social_science|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,1.58,1.42,1.1,1.58,1.09,1.25,1.03,1.67,3.03,1.2,1.88,2.2,2.36,3.62,1.59,1.73,2.86,2.32,1.49,2.41,1.14,1.85,2.51,1.07,1.11,1.68,1.19,2.17,1.1,1.93,1.68,5.22,1.08,5.82,1.09,1.08,5.84,4.94,6.81,1.0,1.25
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",social_science|professional_advising|public_speaking|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_service|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.17,1.03,1.07,1.38,3.62,1.27,1.0,1.62,1.0,1.26,1.18,2.65,2.32,2.04,1.53,1.14,3.18,2.66,1.43,2.41,1.14,1.82,2.72,1.14,1.49,1.59,1.42,2.21,1.15,1.56,1.38,4.86,1.12,5.26,1.06,1.12,4.16,3.64,6.77,1.0,1.23
25-1194.00,"Career/Technical Education Teachers, Postsecondary",professional_advising|public_speaking|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|social_service|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.44,1.49,1.12,1.88,1.17,1.2,2.64,1.56,1.96,2.85,1.23,2.13,2.61,1.83,2.08,1.18,1.63,2.29,1.32,1.91,3.43,1.85,1.54,1.11,1.15,1.54,1.28,2.31,2.13,2.1,1.23,4.42,1.32,4.93,1.04,1.14,2.31,3.56,6.63,2.0,1.61
25-2011.00,"Preschool Teachers, Except Special Education",personal_service|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.03,1.0,2.48,1.29,1.06,1.18,1.9,1.5,1.0,1.0,1.62,1.75,1.87,1.11,1.07,1.15,1.81,1.15,1.23,1.0,1.54,1.11,2.36,1.15,1.41,1.91,3.72,1.5,1.05,1.11,2.81,1.35,2.99,1.11,1.12,2.27,6.05,7.0,1.0,2.31
25-2012.00,"Kindergarten Teachers, Except Special Education",professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.0,1.1,2.48,1.29,1.11,1.09,2.02,1.27,1.0,1.05,1.42,1.75,2.1,1.27,1.11,1.15,2.03,1.1,1.45,1.06,1.68,1.08,2.14,1.2,1.64,1.88,2.21,1.12,1.09,1.17,3.79,1.31,3.57,1.13,1.12,2.4,6.05,7.0,1.03,2.24
25-2021.00,"Elementary School Teachers, Except Special Education",professional_advising|public_speaking|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.03,1.07,2.16,1.62,1.14,1.12,2.39,1.27,1.03,1.0,1.39,1.79,2.72,1.59,1.18,1.26,2.39,1.24,1.97,1.14,1.91,1.11,1.96,1.22,1.57,1.8,3.46,1.24,1.26,1.35,4.24,1.39,4.53,1.13,1.12,2.37,6.32,7.0,1.03,2.15
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",public_speaking|professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.24,1.03,1.07,2.09,1.69,1.12,1.03,2.99,1.15,1.29,1.07,1.36,2.14,3.88,1.62,1.18,1.83,2.52,1.35,3.34,1.17,1.85,1.39,1.68,1.22,1.61,1.8,2.37,1.19,1.98,1.32,4.77,1.63,4.69,1.15,1.12,3.12,5.78,7.0,1.06,2.0
25-2023.00,"Career/Technical Education Teachers, Middle School",public_speaking|professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.44,1.28,1.12,1.7,1.53,1.16,1.76,1.51,1.93,2.07,1.13,1.29,2.54,1.87,2.27,1.22,1.57,2.13,1.32,1.56,2.06,1.71,1.25,1.41,1.17,1.64,1.44,2.14,1.28,1.44,1.23,4.57,1.27,4.37,1.02,1.16,2.54,5.43,6.77,1.33,1.74
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",humanities|professional_advising|public_speaking|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.01,1.0,1.7,1.44,1.18,1.03,2.48,1.19,1.23,1.02,1.36,2.14,4.29,1.71,1.22,1.65,2.19,1.32,2.88,1.14,1.88,1.25,1.49,1.17,1.57,1.54,2.51,1.12,1.71,1.5,4.67,1.67,5.27,1.13,1.12,3.55,5.73,7.0,1.0,1.74
25-2032.00,"Career/Technical Education Teachers, Secondary School",public_speaking|professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.72,1.59,1.25,1.73,1.62,1.23,1.31,1.56,1.42,2.5,1.28,1.66,2.62,2.04,2.2,1.33,1.68,2.32,1.54,1.76,2.22,1.77,1.51,1.46,1.27,1.66,1.42,2.31,1.45,1.44,1.35,5.12,1.43,4.57,1.06,1.18,2.84,5.33,6.91,1.66,1.64
25-2051.00,"Special Education Teachers, Preschool",professional_advising|social_science|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.2,1.0,1.1,1.76,1.23,1.01,1.06,1.56,1.19,1.0,1.0,2.48,1.68,1.67,1.27,1.14,1.15,1.9,1.1,1.26,1.0,1.6,1.48,1.68,1.06,1.48,1.54,2.44,1.35,1.05,1.14,4.29,1.23,2.42,1.04,1.02,4.67,6.66,6.81,1.0,1.74
25-2055.00,"Special Education Teachers, Kindergarten",professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.0,1.05,1.55,1.29,1.03,1.03,1.38,1.04,1.03,1.0,2.41,1.86,1.87,1.25,1.26,1.21,1.96,1.05,1.39,1.11,1.43,1.36,1.41,1.09,1.64,1.3,2.31,1.3,1.05,1.14,4.15,1.12,2.41,1.09,1.04,2.8,6.66,6.81,1.1,1.61
25-2056.00,"Special Education Teachers, Elementary School",social_science|professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.2,1.0,1.12,1.82,1.38,1.06,1.03,1.67,1.12,1.06,1.05,2.65,2.04,1.94,1.56,1.33,1.24,2.09,1.13,1.85,1.17,1.3,1.72,1.26,1.06,1.66,1.22,3.8,1.33,1.1,1.17,4.57,1.2,2.89,1.09,1.12,4.01,6.49,6.86,1.06,1.72
25-2057.00,"Special Education Teachers, Middle School",professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.24,1.0,1.15,1.61,1.23,1.01,1.06,1.59,1.19,1.0,1.0,2.34,2.04,2.31,1.33,1.69,1.26,2.03,1.15,1.97,1.08,1.43,1.6,1.26,1.02,1.71,1.24,3.1,1.17,1.1,1.23,4.81,1.59,2.89,1.06,1.06,3.78,6.6,6.81,1.1,1.5
25-2058.00,"Special Education Teachers, Secondary School",social_science|professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.27,1.0,1.15,1.49,1.26,1.09,1.0,1.67,1.12,1.09,1.05,2.34,2.07,2.07,1.59,1.69,1.24,1.93,1.1,2.03,1.11,1.51,1.66,1.21,1.04,1.69,1.22,2.65,1.19,1.1,1.2,5.07,1.71,3.35,1.11,1.08,4.05,6.6,6.77,1.1,1.33
25-2059.01,Adapted Physical Education Specialists,athletics|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.0,1.0,1.1,3.77,1.06,1.0,1.33,1.0,1.23,1.0,3.19,1.71,1.19,1.08,1.11,1.57,1.62,1.03,1.26,1.11,1.1,1.78,1.09,1.22,1.45,1.17,2.17,2.08,1.14,1.14,3.3,1.12,2.06,1.0,1.02,2.44,5.99,6.54,1.03,1.11
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",professional_advising|public_speaking|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.0,1.0,1.44,1.0,1.14,1.0,1.67,1.0,1.06,1.0,1.1,1.93,3.54,1.27,1.22,1.05,1.96,1.15,1.39,1.03,1.76,1.0,1.23,1.0,1.64,1.26,2.17,1.12,1.05,1.2,4.81,1.12,4.97,1.06,1.12,2.8,6.1,6.91,1.0,1.37
25-3021.00,Self-Enrichment Teachers,social_service|public_speaking|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.13,1.03,1.12,2.48,2.63,1.18,1.03,2.29,1.93,1.09,1.0,1.23,2.18,2.68,1.22,1.0,1.15,1.84,1.46,1.28,1.08,1.74,1.03,2.08,1.25,1.41,3.58,3.91,1.26,1.1,1.11,3.58,1.12,4.57,1.23,1.33,2.02,4.05,6.49,1.0,2.6
25-3031.00,"Substitute Teachers, Short-Term",public_speaking|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|professional_advising|protective_service|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.2,1.0,1.0,1.21,1.11,1.03,1.0,1.31,1.04,1.0,1.0,1.26,2.18,2.41,1.24,1.0,1.15,1.44,1.15,1.56,1.11,1.3,1.03,1.16,1.09,1.52,1.17,2.34,1.12,1.1,1.14,2.7,1.59,4.06,1.09,1.12,2.02,4.49,6.45,1.06,1.23
25-3041.00,Tutors,professional_advising|social_service|teaching_education|accounting|agriculture|animal_service|applied_arts_and_design|athletics|business_initiatives|construction_woodwork|creative_writing|culinary_art|engineering|finance|health_care_service|human_resources|humanities|information_technology|law|life_science|management_administration|marketing_advertising|mathematics_statistics|mechanics_electronics|media|medical_science|music|nature_outdoors|office_work|performing_arts|personal_service|physical_science|physical_manual_labor|politics|protective_service|public_speaking|religious_activities|sales|social_science|transportation_machine_operation|visual_arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.24,1.0,1.0,1.16,1.09,1.06,1.0,1.54,1.0,1.14,1.0,1.16,1.75,2.65,1.56,1.0,1.32,1.44,1.21,2.71,1.08,1.35,1.25,1.16,1.0,1.81,1.13,3.46,1.02,1.28,1.06,4.87,1.0,2.25,1.0,1.16,2.73,5.13,6.4,1.0,1.16
